feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,target
-0.5649307173008029,-0.7700213867533734,-0.8555728140910098,-0.32346473328392905,-1.0764486728026437,-1.0868765986068334,-0.5689567806328419,-0.6405650025058952,0.572968398741464,0.7293460644212642,1.43443084837966,1.1478252703694405,0.20670310750152518,1.1736194480846853,1.157452385969706,0.8787377250194416,3
0.745042344949669,0.8992674681416422,1.0686962463346024,0.7095935535362832,0.6957414759992633,0.7720171067594939,0.7356524200979124,0.9473306652787246,0.11072896922600499,0.5855372982926488,-0.23970532063357253,-0.7859596956515642,-0.9647224687834312,-1.0738303332601726,-0.7989327241631125,-0.9792706507557001,2
-0.5750194935516783,-0.7275829937141535,-0.7734846821662839,-0.45174024579705657,-0.7531700571686695,-0.5698419363072125,-0.5765122378968613,-0.6554835972324646,1.0621035631852471,0.29495067323161406,0.8895862191451449,0.7053635753583616,0.431487227405702,0.8165761123433278,0.6842799151091562,-0.22595041135905808,3
0.2677341604319085,0.46040085498603256,0.24050773824275964,0.5826602508489904,-0.3735230874956212,-0.0980233393535598,0.27315769610973506,0.43098664875755965,-0.06099366502921473,-0.7120934285136118,-0.5298837877642689,0.28382812960661324,-0.8697583712157534,-0.2929849660508425,0.24758277026315828,0.2824181579339512,0
-0.3889565558708402,-0.4399956096572967,-0.42119559321829253,-0.3452158095506124,-0.24907587398507647,0.03282925251806056,-0.39491262507989605,-0.3895083019229415,0.8895251472789968,0.8790177232700089,0.4752796490104872,0.1571351518378557,0.2478116273496011,0.1629420938230889,0.11902126442056456,0.5453894924308047,6
0.5725447212818323,0.9824818451091065,0.8282195487866394,0.5933915583861324,0.4962187382238216,0.6454671742142769,0.580144319699361,0.7668106284923727,-0.08615958941366113,-0.8701743076500091,-1.670782542598362,-0.5895509254898661,-0.8701683774504588,-0.9160700467893594,-0.6134361325517627,-0.1728129884721211,0
-0.8586640744968941,-1.1555547223006597,-1.1596200455150354,-0.9405485128196412,-0.8094845018211124,-0.6510477724811065,-0.8589856001410019,-1.1033568957482522,-0.28960644259770196,0.2461877106045454,1.1516315792880552,0.8059471948824103,1.2682452146125225,1.4314682102633158,0.7905139658696826,0.8277047835473132,3
-0.16274301540780273,0.004604906109897663,0.3560645891699674,-0.5860409290802573,1.6472912637960666,1.2359081531501726,-0.1687861841203094,-0.08874647140387419,1.5703089740149405,0.7093713806176698,-0.7844935001630026,-1.4952756564127008,0.6360479696103407,-1.0014057765688162,-1.4439742540423823,0.21722410622803212,4
-0.851813250083293,-1.1572406117663099,-1.2021998134940886,-0.8469075923945523,-1.041550827036234,-1.0245612977504575,-0.8536128305310325,-1.091800761323578,0.7432838168998785,0.5754456714144233,1.28613649314993,1.0849903742306146,1.0996346462723998,1.6844021909111428,1.0893329378608347,0.33479636203556173,3
-0.1284888933397972,-0.1883989132459611,-0.3503594448711832,0.31121198232293534,-0.9735807422354228,-0.9081110022547517,-0.13554217215862382,-0.04506029173759295,0.28636140980659575,0.8160756819502356,0.9854856679951207,1.0129692776802541,-0.599136273580716,0.5043337406894264,1.0116305986871332,0.8548107206385536,5
