ae_1,ae_2,ae_3,ae_4,ae_5,class
0.5058453454268276,0.0,0.0,1.9267922416191028,0.935975148408071,5
1.7708961568002812,0.11986131716809434,0.5139608104131845,1.929036515243706,0.6625891629675743,5
1.3961396533103603,0.1713692709182606,0.45453493844624415,1.8392172088578305,1.0266496331237245,5
1.1978359315720297,1.056792106400918,0.768756869363032,0.0,1.6218166045113038,6
0.5058453454268276,0.0,0.0,1.9267922416191028,0.935975148408071,5
0.4463939913279249,0.0,0.020311985621850326,1.7442719345474933,0.8308470025750343,5
0.05096787490547583,0.0,0.033872064862931595,0.8018568172400595,0.6630753090549338,5
0.0,0.0,0.5107196966217872,1.4917831823653502,0.9146112734238738,7
0.48112547447129483,0.11225610782268403,0.2247756248615349,1.6064665733999528,1.2976015400512726,7
2.611454713514908,2.712952950972692,1.4689449804648684,2.0498658769577283,1.0455343067012903,5
0.7098280084906314,0.0,0.5348686522066637,1.2006827045522392,0.6972644751826754,5
2.611454713514908,2.712952950972692,1.4689449804648684,2.0498658769577283,1.0455343067012903,5
0.06633388855921374,0.0,1.0616801591233878,2.0444297602353156,0.4546943574255451,5
4.629510578105707,0.2140254722315258,2.885093211181981,2.757247881948354,2.527834264412408,5
4.2252885752828675,0.6117306000733918,1.679985856811519,1.2668917021262516,0.009456450969593133,5
4.3210481150466515,0.6905734292276504,1.7742173916037134,1.3134533037794087,0.04125609516125772,5
1.773100511751168,0.8650709932269574,2.2045349018706126,0.0,0.7609858461213735,7
7.803832202434865,0.0,3.953575071379926,4.15943516690987,2.971090719498135,5
1.0851544244775546,1.066592242901846,0.0,2.1443993447918896,1.256958139496521,4
6.7917833714919515,0.13000262955274589,3.6948372486648875,2.840923653700005,2.860712176716554,6
0.5615852268039686,0.5264674239012449,1.1004259366159084,0.0,0.8297846239133813,6
1.115863829079474,0.6528264039012284,1.0196520474562445,0.9554410777425881,0.7594393516558052,5
2.201797942918739,0.09646785692862114,1.6130104090835788,1.3752126485328673,1.833582664932753,5
0.8005437388739401,0.17268875549395413,0.26030920226015797,0.7326176189042235,1.089189059253326,5
0.8853247828742966,0.42433102058789474,1.0647612778710116,1.378672992181053,0.93874258159517,6
0.20971949581807992,0.0,0.8644299068967263,1.0692680351569548,1.184868124736707,5
0.6361028877053502,0.2556496575964713,0.728328732604315,1.1596991944960833,1.7563872810399737,5
2.201797942918739,0.09646785692862114,1.6130104090835788,1.3752126485328673,1.833582664932753,5
0.5119358274958045,0.0,0.07825917032076024,1.8960716458174578,0.8352914125455203,5
0.6834299377957003,0.18766664705488023,0.40786749958332924,2.0037264307811418,1.3996439980238056,6
0.7926126078680664,0.16084336370707575,0.7573753129609031,1.6480679560849296,0.5362826048715464,5
1.1257946506359298,0.5598568586259168,0.942803237314018,2.4278967531777065,0.899419816412571,6
1.3732348290878063,0.13670640567105385,0.6796856931288457,0.9111820537234904,0.633542618560131,5
2.7376863365485855,4.145934227084046,0.052645738586417856,2.995400360212734,0.0,6
0.6044950078486372,0.0,1.1829605700766177,1.0987679430280919,0.9306302839335856,5
1.6240832809525843,1.9069704818307447,0.0,2.8690439366068317,1.5166897591335615,6
1.052644239395843,1.0477585597283607,0.7335002031494968,2.291708912616195,1.8258510741537397,6
1.1133421978263676,0.5674204040972047,1.0942486930836621,0.8298580826687455,1.5674609674455446,7
1.6239715279549887,0.0,0.7132937837926117,3.8462532546429786,1.3067315884655506,4
2.656872605789114,2.670099869985468,1.5676751807891218,2.1486114526704205,1.3606381983467914,5
2.656872605789114,2.670099869985468,1.5676751807891218,2.1486114526704205,1.3606381983467914,5
1.1598292528053402,0.6496790952500788,0.11265418877629263,0.9858410863874416,1.1459674452578572,4
6.00531298445522,0.8134286632890191,3.172286812030591,4.384301506634461,3.102581655248806,6
2.8540675696582993,0.8902163852086219,2.1057547120090883,2.5043591373772376,2.1668522737197713,5
0.0,0.0,0.010648418003362137,1.8690451406806248,1.1463791814833793,5
0.0,1.4487202049877967,2.5954015904195775,3.087229454138324,0.8810593424319358,4
2.4231580420471377,0.0,0.763104584826996,1.4048380862715222,0.5886871388218216,5
1.3723491828127556,0.4997080660054572,1.161281524714429,0.41010699329912104,1.7651250756407226,5
0.10227081819345041,0.0,0.6462734250980158,1.0712555810501123,1.440533208696958,5
0.3005793051297736,0.0,1.2263325128984366,0.20065881895345106,0.5892378022343517,5
1.422036629679397,0.12447150765546278,0.3884743932761464,1.2043746592859395,1.846690578551471,5
0.4391232208266268,0.07572600619262226,0.7009695320444824,1.8290997537664622,1.284522493755434,6
0.4120995525778195,0.039733211251557266,0.7393205855280145,1.7976212090923462,1.3611957411331321,6
1.2152299518951217,0.6400264527899604,0.873443140600173,0.0,0.2805945177970066,5
1.6443003539427536,0.5262530536606015,1.5110526117454646,1.136341275349667,0.6456403576621713,6
1.148241151935939,0.8631263016423338,0.14800828507223462,1.681482857484559,0.6787606399937812,5
1.639503850382089,1.6439263638700181,0.6071064459002927,0.5698676548664302,2.4038713250465458,5
2.9299793569178045,1.2700369847986317,1.1381854558901763,1.5638662905764398,0.0,5
0.8700122558475037,0.5638245779201538,0.5899555733937257,1.4375306393187715,0.9449530975348164,5
0.48543001891566395,0.48972755965885095,0.7507931018149203,0.9944096609807594,1.1971358632373361,6
1.1416379072343321,0.6361025628994033,0.7233398696233674,0.6428490370736443,1.148674898068288,5
2.1617807458447613,0.0,1.1131197829881907,0.7829828971611856,0.7755463474569598,5
