PC1,PC2,PC3,target
1.0055879622448578,3.9772563328632127,0.4158315606504528,0
-0.7231416730571063,-2.3823275522759646,-0.5678402757780918,1
-1.5993871572573002,0.7949695169794746,0.17476837452775884,1
1.8106249549467006,0.5030961943559124,0.8449665766161347,0
0.11419531421918672,0.21098298313543862,0.3199733063317961,1
-0.9256148304948133,1.86596238872417,0.7940230218474432,1
0.0374512207032901,-3.9860217286248663,-1.4463374181122692,0
3.360033510288799,1.3532644437895132,-2.097207542595598,0
-1.5029083637982206,-2.0174282395497025,1.2941904377084297,1
-1.8428381630258466,-4.372427714804334,0.16352469184492502,1
1.3916478088541577,1.5243549925620783,-2.214824738988539,0
1.8969008100207807,6.236164547773562,-0.1975650681085106,1
0.13005767150919167,6.09603944642366,0.6300227891660519,1
0.3457208902320281,-2.2407909273961817,2.854610071881628,1
-0.5764775567936008,-5.19251484545926,1.518259057319652,1
0.9691808355869287,-0.7811067712658081,2.811703161249147,1
-2.5084878704288274,-3.102236615933613,1.4537311749148465,1
1.5223568025508731,0.922230761296134,1.9113069223572206,1
3.462760517418935,4.5380753548053185,0.7478138699687862,0
3.0910232800918114,3.8481482321462486,-1.1647112865502962,0
-1.3307395157750757,-5.816762908088595,0.4859214149945291,1
1.1232186447547938,0.6632505100490288,0.3525198103553837,0
-2.4152904456703217,-8.789530623826598,-0.740049799754644,1
3.2270259969028503,5.2465242784915755,1.7579090385227487,0
3.312107393059793,2.341863480686553,0.054478649731184436,0
-0.5828164778234295,-1.2733261408143208,2.306199824933159,0
-2.557673520782051,-3.9365205985276606,0.47170868903366103,0
-0.253206570857027,-1.5073939100917684,-0.33370552644813367,1
3.29803710250905,0.5857596645774006,-1.241788092568409,0
4.263669286313037,6.9390174851156825,-0.8212442121423426,0
-2.3858252664262163,3.4169969358827896,1.3739248655836351,0
0.3133261511527894,5.091568651532571,-0.9521007278170641,1
0.6344013447158094,0.05214009499590228,2.22389494396145,0
-3.551636079433636,-7.726643991975738,-1.7423388505541428,1
-1.533381883269497,-1.1378760221023427,0.006055780781983211,1
0.5086439108549548,-1.2977608965903626,-1.2777290339820822,0
0.9099499223302938,2.3518962334060944,2.3409000834162046,0
1.8148733471577456,4.390348118154604,0.6664499826912096,0
1.470457708106868,5.066582388613497,0.6485890739285655,1
3.5450313119258854,5.099504093003388,1.812885782759849,0
-1.9539271392600308,-5.6326684407534815,0.009952576673266877,1
1.717510129214408,3.721033932458109,-3.5533725434591505,0
-0.33174722611954066,-0.9074604475001501,-4.498406640912981,0
-3.291057256749811,-0.9359146178362217,3.3337737065339956,0
2.0723104529762417,2.888990266344977,-2.861671128294917,0
5.255330845445464,2.237225735493675,-1.348028410338942,0
-0.6935391521420353,-4.7916404179625625,-1.727762546132967,0
-1.6082287629492793,-3.9338383626903948,-1.0789232931206532,1
-1.6224289285936302,-0.4875104552444399,3.6895618278809756,1
-0.6061441887863002,2.9227580210988324,0.9287193153094411,1
-0.4494909582604538,2.1854361021249002,0.7267686503024979,0
-2.7274172550929014,-3.415587867971137,0.7773606133061868,1
0.33344394717375114,1.4762351355305974,-0.4033962067017933,1
0.3988188005166279,1.527040096411922,-3.150200538300805,0
3.419651194719974,4.899888821272306,-1.0360507321980965,0
-4.638911674893796,-8.746390090404123,1.215707972396066,1
-0.7528787396346609,3.2243724916257808,1.3519936514917597,1
-0.4224655935237931,-6.1927175729294435,1.7858314904556356,1
-0.10604709792315836,5.196743161867986,-0.42076649333502036,1
1.0228606611875821,3.122990934975012,1.9874393963949035,1
-1.3920076052251047,-0.7160693980860472,-1.9403554919861197,1
1.0721960363580876,6.461341427302971,-0.4484914527248477,0
-1.6779858139850519,2.1320395459799117,-1.1808873028140896,0
4.151989550402398,7.224717259675361,-3.3400169785734755,0
2.6196240457750974,8.281042496435926,-1.2652935202929982,0
-0.2704446259377409,0.74986340039716,2.488278438816355,1
2.9379824805611676,4.4362428266859135,-0.8505405770163973,0
-0.3110942596093733,-6.715087148709028,-0.15686596085855187,1
