AE1,AE2,AE3,AE4,AE5,target
0.9475072902024316,-0.2710966083248296,-1.4292780773999343,-1.6172909027450575,-2.6903583736943295,1
1.1535547489374847,0.6452311402957532,0.22575995219246825,-1.5890231295370125,-1.1556605781972942,1
-2.2184322280566238,-3.0419870506100493,-0.9355447761604223,-0.3804662827757461,1.3385818776991663,0
-2.439462622074263,-1.3587990863588661,5.180132070342984,4.246907287267891,-1.2338618365683973,0
0.035684945471226914,2.1794492210668768,-2.7400209115010195,1.0472914625876013,1.9991234122793318,0
-2.626165932259446,-3.212404784478349,-0.3740224784069518,-1.0853061397460637,1.856649289661273,0
-1.0604761013686237,0.8149855751569473,2.0592259867497322,-0.5048380614707625,-2.897589337247011,1
-0.8822017470062256,-0.41731063262910584,-1.2569504152820574,0.43605131967166033,-0.5467815607690534,0
4.293572550595766,1.7592029455277767,-2.9820905579680024,0.09381629591585194,-1.1514372115930938,1
0.1437982438236467,1.3367913312349136,-1.263829168946849,2.3413065932144104,0.9178100985365825,0
-0.8691958466272174,-0.044965173742383846,-2.226838945462083,3.157048217119904,2.8548893242740117,0
1.278347788761053,-1.3249935227892582,2.30768008073276,-1.0089127048870032,-2.2378655811223203,1
-0.2401332212595978,3.6336047015079886,0.692042777038572,-2.9076644110275214,-1.3364555196747996,1
-0.6875326956424754,-3.472231555946647,-1.2536627314965134,2.8354800879519386,4.2414299295657365,0
-1.252408564727653,0.7399330271679139,-0.7852043212867074,0.7636132284787056,1.1597992144555498,0
0.4845055522988505,1.441815092417438,4.413590057330589,1.5939289016806866,-2.784034577702006,1
-1.488616514181418,1.0248564258734068,-0.572178389399232,-1.9236104773368288,-0.5683642010219666,1
-1.2706811438492274,2.074244186272633,0.80071550529241,-1.9522998882781228,-2.2621989427680025,1
2.7951137309715746,-2.346916164152214,0.7340206409815861,-3.154808417393355,1.574462448559053,1
-0.326154433467043,0.10212200987303766,-0.9760890879490066,-2.5706166744841363,0.012927266560517348,1
0.5227588262969252,-2.6305319619080265,-2.6781266810711273,-4.032553135097168,-0.2862570000377668,1
-0.7547347858269853,1.55659608428115,0.7717757523480875,-2.5933692562424566,-2.772957403523252,1
-3.5847555525482457,0.6046514609403784,0.47721979420207417,-0.6486920784120935,2.8505488163159116,0
-0.35443070196607585,0.39372372016510615,-2.345895343401759,0.03468525053333171,-0.4638313150569001,1
-1.8723212381567031,1.3535221726617994,-2.110079333873525,-1.819704359130967,-2.506417197336642,0
-1.775985949872735,1.1721794261932452,0.46224130808850816,0.6994128992478073,3.271225438018844,0
-0.7496181414529735,-0.1979615645340822,-2.1911476841998065,1.4525700303913864,-0.33089636834902303,1
-0.660027553650858,2.3699125362582762,-1.4519966055011841,-1.0164413979811706,-0.5311405592626824,1
0.3382158602425116,2.884231698828736,-1.5601825070971265,0.6609895381091222,-2.5289267035350766,1
-2.3230818635663706,5.50378787051274,-1.3165694845127327,0.6830175677695196,-2.7407494902658653,1
-1.2984618730563193,-0.2103921036598706,-1.2166008570530247,1.4873932797828657,-1.3167471398824968,1
0.5474342156645853,0.10271315998531416,-1.7708209792726972,0.15836209592855144,0.22997398602166808,0
-2.496933454354289,1.1767300950829696,-0.4645283548987341,-0.41725209232888094,-0.36020180401246704,1
-0.09901937393476345,-1.4001930474120536,-4.140449411552574,0.15180488623218502,-2.0276400347278787,0
-2.509912202796418,2.954703102521323,-0.42525193538461115,4.343843528274722,-1.083368775659459,0
-3.0447124007486397,2.567089242952539,0.062496921927014615,1.9735954979545451,1.7980684534067777,0
-0.1473066781890966,0.5598442650893324,-2.4389555258750155,-2.0313698036741896,1.364205856854078,0
0.2362735049794552,3.4925355930791477,0.1683947424803769,0.08382745594685082,-4.682647170078544,1
-0.6350540622050178,-1.448182425021201,1.0399144269165328,1.55756217666831,0.6225291387102122,0
-0.21041117904753093,2.6015466357586776,-1.1987391783787307,3.5111197915952603,0.1442376048748656,0
0.023721392491378612,0.13780177959971096,-0.8253685929208223,-1.2732584002636178,0.7166775378154533,1
-1.030057398903221,1.2623448132927924,-2.883612863606273,-0.6309195124413292,0.18440101871213332,0
-1.7998184056833453,0.913498206528068,0.7012354671309065,-2.529163041461808,-1.7140586967987392,1
-1.6817478967778672,-0.7471547850631615,-0.3750033065523669,2.3903452149520845,1.0146342151546293,0
1.652750301155805,-1.7029139709006875,-0.871141536485214,-4.177107362435258,0.5987716522048818,1
-0.24047828632939727,-0.6418010300570505,-1.519091485155318,-3.165895364489345,0.253044617134107,1
-0.6118471536199315,0.04180677251644482,-3.6824727811683844,1.2666831858690797,1.1710048116452927,0
