feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,target
0.3775968782427929,0.0,0.8632275563595386,0.0,0.05292533679846567,2.1370811699841648,2.2352397990927293,0.0,3
0.0,2.5495740906170825,0.0,1.058635429468173,0.9975671064672809,0.0,0.0,1.4030521327443684,2
0.0,0.0,0.39473470741871086,0.0,0.431895623609688,2.298868441556742,1.0634102719190182,0.0,3
1.4589331770009184,0.6913581734082809,0.0,0.41452696066223216,0.6939443932685921,0.0,0.18883939134089917,0.0,0
0.0,0.0,0.5508584231589089,0.0,0.0,1.0325874298970081,0.3947860106336288,0.0,6
1.212691102703433,1.997265577483773,0.0,0.6537511411652716,0.8615828826497488,0.0,0.0,1.5939230562402347,0
0.5242027051984204,0.0,2.283434957967337,0.0,0.5155196372492964,2.9041773162411757,1.5202407357423962,0.0,3
0.0,0.7362199135446998,0.3658126272953953,0.0,0.0,0.0,0.0,2.7543118721103212,4
0.10220522476256921,0.0,1.3829903386750317,0.0,0.3178167270544375,3.321325800588973,1.9091397938563839,0.0,3
0.4925730823918597,0.0,0.03696699690315525,0.0,0.07637056805389031,0.5478850387376364,2.0015770674003783,0.0,5
0.0,0.0,0.2497858649791897,0.0,0.0,1.6755472762314974,0.8572595024848126,0.0,3
0.485499721404936,1.5193206404317907,0.0,2.2077412722159746,0.6756467643077602,0.0,0.01107238672345423,0.12171609648514894,2
3.2590371838523575,2.740725514785276,0.0,0.9222577266324398,1.2309863852308442,0.0,0.0,1.8902193373339706,0
2.4779037702226567,0.8276469966497914,0.0,0.9358353044455295,0.6528179166390448,0.0,0.48753867538038664,0.0,0
0.6071896557936831,7.897905598766294,0.0,5.333887880635436,0.8920786251017715,0.0,0.029104617036308553,0.0,1
0.3879298157873818,0.0,0.0,0.10882862271785712,0.6170596002945212,1.1698374948435863,2.990591789117313,0.0,5
0.0,0.0,0.0,0.14572828174645827,0.0,0.29823265229217466,1.1591638915083957,0.0,5
0.947619726307916,0.0,1.2862634187572248,0.0,1.7821187294949912,0.9233593082534487,0.0,0.7998968531341849,6
0.0,0.0,2.216225210868791,0.0,1.053763822995659,1.0532568254733599,0.0,0.8025574516670861,3
1.40426712000925,1.397039111467342,0.0,1.1203937483418973,0.34758455266344734,0.0,0.0,1.5372790741788367,0
0.0,0.48108664096911374,0.0,0.8675409673883686,0.9029859881854319,0.0,0.0,1.8618372121043791,2
2.25374675796456,1.348185630211104,0.0,1.7489999084872527,0.3969035875270114,0.0,0.34662035329555224,0.0,0
0.0,0.0,1.6266400773074556,0.0,0.070899239118,3.1312937189756513,0.41132621574978623,0.0,3
0.46440022969051953,2.7022182119921725,0.0,1.0857364297468697,0.6250082956948447,0.0,0.0,0.9560480254781372,0
0.0,5.920666495276694,0.0,4.461555802901555,0.5560836749132705,0.0,0.905958635516078,0.0,1
0.0,0.0,1.6517356851849763,0.0,0.25311283625569353,2.0694968312859783,0.500490673177397,0.0,3
0.6381740773927759,1.9683168035020333,0.0,1.2571973442350564,0.6757482788878646,0.0,0.0,1.1062618925757202,2
0.2251540786301543,0.0,0.9213959053889382,0.0,0.24095243848931797,1.6939739892784311,2.7637091736756902,0.0,5
0.15106478324009226,0.0,1.7509064252622366,0.0,0.21877488409362822,1.8048630977864095,0.8164781788008106,0.0,3
0.07994121120516645,0.0,2.5193073947376594,0.0,1.287596792860643,2.407929508944079,0.0,0.4792540374262467,3
0.7220122696062178,0.0,1.449939183566293,0.0,2.6812935147544743,1.1503636991074024,0.0,1.2273614445134282,3
0.18852129754051766,0.0,1.5566709081001968,0.0,0.719969639275557,0.16001039897387614,0.308296916668653,0.0,6
2.632881537803911,2.048273745380917,0.0,1.3748686006696418,0.638913807047779,0.0,0.0,1.6609159192782947,0
1.0298695353637937,0.0,1.5220155508595403,0.0,0.6793000605488663,1.4665481467209558,1.354500016690765,0.0,6
0.0,0.0,0.0,0.5611785778271516,0.15149020313410155,0.2933276769745393,0.2089889530008869,0.0,6
0.0,0.0,0.0,0.2629083939493545,0.6743368390829525,0.5273605631610448,0.23504692683607115,0.0,6
0.0,2.8602875258117706,0.0,1.466729278508787,0.04276759809768793,0.0,0.0,2.379888826019246,2
0.07291251287356992,0.0,1.1369987865189064,0.0,0.5551436375084831,0.7525805168835493,1.122017378626526,0.0,6
0.2962124780421609,0.0,2.9926525692556254,0.0,1.0651894755084867,2.8427083629981382,0.06479057308412614,0.0,3
0.0,2.9093970666975086,0.0,1.0009042123678624,0.3671374615812883,0.0,0.0,0.6575209848161042,2
0.5498441339522064,0.0,1.2793240372553412,0.0,0.7150058809653295,2.5265245179727804,1.4972407846020725,0.0,3
0.0,0.0,1.408415017660309,0.0,0.22921672001813298,2.2368771127083376,0.0,0.5120220408885853,3
2.7039612275165448,0.0,0.000886764976344101,0.0,0.4351891661808464,2.568837900716269,6.286595195484083,0.0,5
0.0,0.0,1.177266072620462,0.0,0.042621884125620624,3.301829361212208,1.3245801301295395,0.0,3
3.3521905292527365,2.6507783275135273,0.0,1.031453094855361,1.03547725976216,0.0,0.0,0.9576888772630056,0
0.0,0.0,0.6221915912042748,0.0,0.18489433432948366,1.108309642442181,0.2799144318007425,0.0,3
0.06291380067027363,0.0,1.0579337006194751,0.0,0.0,2.2979527672728883,0.67789621620168,0.0,3
2.1823929556734627,3.606529901907518,0.0,1.0856949134358416,1.1298779282000875,0.0,0.0,0.4227141956086983,0
0.0,0.9271880877087384,0.0,0.07823929689733214,0.006276498232434036,0.0,0.0,2.5150247330904603,4
0.7449102731876072,0.0,1.281643303934805,0.0,0.2055577470424046,2.7781869372310646,3.4187723660945095,0.0,5
0.4216118364234238,0.0,0.3942710927458603,0.0,0.2630900464964082,1.167203958724464,2.486499876545959,0.0,5
0.0,4.110017485872136,0.0,0.9240741978988779,0.9545970157554211,0.0,0.0,0.7095350259648314,0
1.0511083796745604,0.0,0.19177267455141478,0.0,0.27824779983318304,1.8402773551809508,2.8140049871223503,0.0,5
1.144262699937415,0.0,0.6226139244474089,0.0,0.05905490947955239,2.8455598739983103,3.0392992034595,0.0,5
0.0,1.888537202612848,2.522106029528727,0.0,1.5209993337086667,0.0,0.0,2.613835262266365,4
0.7520542929919171,0.0,2.031062574413929,0.0,1.0053388517168491,2.164948992443616,0.9671610337183894,0.0,3
1.1405182809839336,0.0,0.23433319735290642,0.0,0.030471576373553466,2.3505377598042436,2.6122092007929973,0.0,5
0.2547476291252903,0.0,1.4269758627759916,0.0,0.6334691814560387,0.7652206550817594,0.7374983311828078,0.0,6
0.0,0.0,1.3976190332538674,0.0,0.0,0.7595211022204779,0.0,0.9446054074872055,3
0.0,1.5964248641525045,0.0,0.16444480092080901,1.6923365251675513,0.0,0.0,1.8457921853936075,2
0.1567458911948385,4.009466681921801,0.0,1.3210315305980602,1.855831299746217,0.0,0.0,1.555437966967069,2
0.9348980162253613,0.0,1.2810819125430781,0.0,0.30583601066867666,1.9656943212162352,1.6001573682472157,0.0,3
0.499069846952113,9.193444427838868,0.0,6.354573233095882,1.2847149764124683,0.0,0.0,0.4430293256349871,1
0.0,0.9540607295992226,0.120213703241278,0.0,0.8770679804960664,0.0,0.0,3.8995887014268056,4
2.663931031790894,2.661172610268037,0.0,0.3243620458400981,1.4742145890532874,0.0,0.0,1.1116370156595394,0
1.4979602645476615,3.7372575529651586,0.0,0.6922364247511619,0.8495342364597408,0.0,0.0,1.2639284441721315,0
