col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,target
0.9475072902024316,-0.2710966083248296,-1.4292780773999343,-1.6172909027450575,-2.6903583736943295,1.893893718724349,-1.2508460661244527,-1.106669902408702,-1.2098794863997748,-1.4928233863076945,1
1.1535547489374847,0.6452311402957532,0.22575995219246825,-1.5890231295370125,-1.1556605781972942,-1.4267548311748444,0.7774082315891995,3.6098886278829463,1.8593014881103456,-2.837085423426519,1
-2.2184322280566238,-3.0419870506100493,-0.9355447761604223,-0.3804662827757461,1.3385818776991663,-2.905955385277912,-0.9451195221861824,-1.5005816040192852,-2.5897453835872057,-0.5185993698535776,0
-2.439462622074263,-1.3587990863588661,5.180132070342984,4.246907287267891,-1.2338618365683973,-0.23499488009124397,-4.974430211894958,-5.599183659950333,1.7948297243800257,2.0761503318459886,0
0.035684945471226914,2.1794492210668768,-2.7400209115010195,1.0472914625876013,1.9991234122793318,3.7859593582214437,-2.2199657893768343,1.2582911813803306,-4.607546629408508,-0.28442241217119113,0
-2.626165932259446,-3.212404784478349,-0.3740224784069518,-1.0853061397460637,1.856649289661273,-6.2397779800327555,3.5124473883153318,-0.01629685532957903,1.7923305584459375,-2.4018668080410315,0
-1.0604761013686237,0.8149855751569473,2.0592259867497322,-0.5048380614707625,-2.897589337247011,-1.1380516724658856,-3.072967222187168,0.7762845228220586,-1.4890836244111891,1.2615782407416263,1
-0.8822017470062256,-0.41731063262910584,-1.2569504152820574,0.43605131967166033,-0.5467815607690534,1.5988693770664182,-1.733455102466931,-1.7395844388429176,-2.3093922055592446,-0.2874916152198115,0
4.293572550595766,1.7592029455277767,-2.9820905579680024,0.09381629591585194,-1.1514372115930938,6.888703657898953,1.271169596191617,0.7998893970562069,2.439447759645761,-3.8519734406671287,1
0.1437982438236467,1.3367913312349136,-1.263829168946849,2.3413065932144104,0.9178100985365825,4.127767748356039,-1.4471378156039696,-0.1657748327195765,-1.388987082382185,0.001542904946160717,0
-0.8691958466272174,-0.044965173742383846,-2.226838945462083,3.157048217119904,2.8548893242740117,3.8905511905766157,-3.158791835711738,-0.12439026140700526,-4.46372011439487,0.6395923182863454,0
1.278347788761053,-1.3249935227892582,2.30768008073276,-1.0089127048870032,-2.2378655811223203,-0.3708143197235625,-4.306798508849218,-1.7386792460201845,-0.8204427832238527,0.5774682571124159,1
-0.2401332212595978,3.6336047015079886,0.692042777038572,-2.9076644110275214,-1.3364555196747996,-0.5286281577072602,-0.3815306972288268,-1.8731835726230015,-3.0025153585943016,3.255192820943621,1
-0.6875326956424754,-3.472231555946647,-1.2536627314965134,2.8354800879519386,4.2414299295657365,-0.3747435755492623,-0.15504581436564624,-0.3351046830814164,0.7873253981514656,-3.0808434888829894,0
-1.252408564727653,0.7399330271679139,-0.7852043212867074,0.7636132284787056,1.1597992144555498,0.5980737838924858,-0.8426689933424497,-0.22550908371585232,-2.5511970501709813,1.0747658181865778,0
0.4845055522988505,1.441815092417438,4.413590057330589,1.5939289016806866,-2.784034577702006,0.0506704906886455,-3.0564915162573936,2.0925280622695333,2.209350209021056,1.725569758741198,1
-1.488616514181418,1.0248564258734068,-0.572178389399232,-1.9236104773368288,-0.5683642010219666,-1.0152630547284054,-1.5792671208544258,-1.3032220116023463,-4.673901766161331,2.24078428001125,1
-1.2706811438492274,2.074244186272633,0.80071550529241,-1.9522998882781228,-2.2621989427680025,-1.2748996759987037,0.04277960138281256,-0.4784918848263634,-2.139669037147226,3.2191259402008687,1
2.7951137309715746,-2.346916164152214,0.7340206409815861,-3.154808417393355,1.574462448559053,-3.5279842983674805,-2.3072104670612497,2.0202559444500197,-1.0410048805787482,-2.0944401766110916,1
-0.326154433467043,0.10212200987303766,-0.9760890879490066,-2.5706166744841363,0.012927266560517348,-2.56181863655277,-0.7780932552329127,2.4695639381734407,-2.6702489506489875,-1.5525598862660521,1
0.5227588262969252,-2.6305319619080265,-2.6781266810711273,-4.032553135097168,-0.2862570000377668,-2.3509605357117507,0.09045015218370644,-0.6943138244792018,-2.6218481719472573,-2.775076343413887,1
